album,song,lyrics
To Pimp A Butterfly,wesleys-theory,"['b\'[Produced by Flying Lotus & Ronald ""Flippa"" Colson]', '[Additional production by Sounwave & Thundercat]', '', '[Sample: Boris Gardiner]', 'Every nigga is a star, ayy, every nigga is a star', 'Every nigga is a star, ayy, every nigga is a star', 'Every nigga is a star, ayy', 'Who will deny that you and I and every nigga is a star?', '', '[Intro: Josef Leimberg]', 'Hit me!', 'When the four corners of this cocoon collide', ""You\\xe2\\x80\\x99ll slip through the cracks hopin\\' that you\\xe2\\x80\\x99ll survive"", 'Gather your wit, take a deep look inside', 'Are you really who they idolize?', 'To pimp a butterfly', '', '[Chorus: Kendrick Lamar]', 'At first, I did love you', 'But now I just wanna fuck', ""Late nights thinkin\\' of you"", 'Until I get my nut', 'Tossed and turned, lesson learned', 'You was my first girlfriend', 'Bridges burned, all across the board', 'Destroyed, but what for?', '', '[Verse 1: Kendrick Lamar]', ""When I get signed, homie, I\\'ma act a fool"", 'Hit the dance floor, strobe lights in the room', 'Snatch your little secretary bitch for the homies', 'Blue-eyed devil with a fat-ass monkey', ""I\\'ma buy a brand new Caddy on vogues"", 'Chunk the hood up, two times, deuce-four', ""Platinum on everythin\\', platinum on weddin\\' ring"", 'Married to the game and a bad bitch chose', ""When I get signed, homie, I\\'ma buy a strap"", 'Straight from the CIA, set it on my lap', 'Take a few M-16s to the hood', ""Pass \\'em all out on the block, what\\'s good?"", ""I\\'ma put the Compton swap meet by the White House"", 'Republican run up, get socked out', 'Hit the press with a Cuban link on my neck', 'Uneducated, but I got a million-dollar check like that', '', '[Refrain: Thundercat & George Clinton]', 'We should never gave', 'We should never gave niggas money', 'Go back home, money, go back home', 'We should never gave', 'We should never gave niggas money', 'Go back home, money, go back home', '(Everybody get out)', '', '[Chorus: Kendrick Lamar, Thundercat & George Clinton]', 'At first, I did love you (Love you)', 'But now I just wanna fuck (I just wanna fuck)', ""Late nights thinkin\\' of you (Of you)"", ""Until I get my nut (\\'Til I get my nut)"", 'Tossed and turned, lesson learned', 'You was my first girlfriend', 'Bridges burned, all across the board (Across the board)', 'Destroyed, but what for?', '', '[Break: Dr. Dre]', ""Yo, what\\'s up? It\\'s Dre"", 'Remember the first time you came out to the house?', 'You said you wanted a spot like mine', 'But remember, anybody can get it', ""The hard part is keepin\\' it, motherfucker"", '', '[Verse 2: Kendrick Lamar]', 'What you want you? A house or a car?', 'Forty acres and a mule, a piano, a guitar?', ""Anythin\\', see, my name is Uncle Sam, I\\'m your dog"", 'Motherfucker, you can live at the mall', ""I know your kind (That\\'s why I\\'m kind)"", ""Don\\'t have receipts (Oh, man, that\\'s fine)"", 'Pay me later, wear those gators', 'Clich\\xc3\\xa9? Then say, ""Fuck your haters""', 'I can see the baller in you, I can see the dollar in you', ""Little white lies, but it\\'s no white-collar in you"", ""But it\\'s whatever though because I\\'m still followin\\' you"", 'Because you make me live forever, baby', 'Count it all together, baby', 'Then hit the register and make me feel better, baby', 'Your horoscope is a gemini, two sides', 'So you better cop everything two times', 'Two coupes, two chains, two C-notes', ""Too much ain\\'t enough, both we know"", ""Christmas, tell \\'em what\\'s on your wish list"", 'Get it all, you deserve it, Kendrick', 'And when you hit the White House, do you', ""But remember, you ain\\'t pass economics in school"", 'And everything you buy, taxes will deny', ""I\\'ll Wesley Snipe your ass before thirty-five"", '', '[Bridge: George Clinton & Kendrick Lamar]', ""Yeah, lookin\\' down, it\\'s quite a drop (It\\'s quite a drop, drop, drop)"", ""Lookin\\' good when you\\'re on top (When you\\'re on top, you got it)"", 'You got a medal for us', ""Leavin\\' metaphors metaphysically in a state of euphoria"", 'Look both ways before you cross my mind', '', '[Refrain: Thundercat & George Clinton]', 'We should never gave', 'We should never gave niggas money', 'Go back home, money, go back home', 'We should never gave', 'We should never gave niggas money', 'Go back home, money, go back home', '', '[Outro: Anna Wise & Whitney Alford]', ""Tax man comin\\', tax man comin\\'"", ""Tax man comin\\', tax man comin\\'"", ""Tax man comin\\', tax man comin\\'"", ""Tax man comin\\', tax man comin\\''""]"
To Pimp A Butterfly,for-free-interlude,"['b""[Produced by Terrace Martin]', '', '[Intro: Darlene Tibbs]', 'Fuck you, motherfucker, you a ho-ass nigga', ""I don't know why you trying to go big, nigga, you ain't shit"", ""Walking around like you God's gift to Earth, nigga, you ain't shit"", ""You ain't even buy me no outfit for the Fourth"", ""I need that Brazilian, wavy, twenty-eight inch, you playin'"", ""I shouldn't be fuckin' with you anyway"", 'I need a baller-ass, boss-ass nigga', ""You's a off-brand-ass nigga, everybody know it"", ""Your homies know it, everybody fuckin' know"", ""Fuck you, nigga, don't call me no more"", ""You won't know, you gonna lose on a good bitch"", 'My other nigga is on, you off', 'What the fuck is really going on?', '', '[Verse: Kendrick Lamar]', ""This dick ain't free"", ""You lookin' at me like it ain't a receipt"", 'Like I never made ends meet', 'Eating your leftovers and raw meat', ""This dick ain't free"", ""Livin' in captivity raised my cap salary"", ""Celery, tellin' me green is all I need"", 'Evidently all I seen was Spam and raw sardines', ""This dick ain't free, I mean, baby"", 'You really think we could make a baby named Mercedes', 'Without a Mercedes Benz and twenty-four inch rims', 'Five percent tint, and air conditioning vents?', ""Hell fuckin' naw, this dick ain't free"", 'I need forty acres and a mule', 'Not a forty ounce and a pit bull', 'Bullshit, matador, matador', ""Had the door knockin', let 'em in, who's that?"", ""Genital's best friend, this dick ain't free"", 'Pity the fool that made the pretty in you prosper', 'Titty juice and pussy lips kept me obnoxious', ""Kept me up watchin' pornos in poverty; apology? No"", 'Watch you politic with people less fortunate, like myself', 'Every dog has its day, now doggy style shall help', ""This dick ain't free"", 'Matter of fact, it need interest', ""Matter of fact, it's nine inches"", 'Matter of fact, see our friendship based on business', ""Pension, more pension, you're pinchin' my percents"", ""It's been relentless, fuck forgiveness, fuck your feelings"", ""Fuck your sources, all distortion, if you fuck it's more abortion"", 'More divorce courts and portion', 'My check with less endorsement left me dormant', 'Dusted, doomed, disgusted, forced with', 'Fuck you think is in more shit?', ""Porcelain pipes pressure, bust 'em twice"", 'Choice is devastated, decapitated the horseman', 'Oh America, you bad bitch, I picked cotton and made you rich', ""Now my dick ain't free"", '', '[Outro: Darlene Tibbs]', ""I'ma get my Uncle Sam to fuck you up"", 'You ain\'t no king""']"
To Pimp A Butterfly,king-kunta,"[""b'[Produced by Sounwave; Additional production by Terrace Martin]"", '', '[Intro: Kendrick Lamar]', 'I got a bone to pick', ""I don\\'t want you monkey-mouth motherfuckers"", ""Sittin\\' in my throne again"", ""Ayy, ayy, nigga, what\\'s happenin\\'?"", 'K-Dot back in the hood, nigga!', ""I\\'m mad (He mad!), but I ain\\'t stressin\\'"", 'True friends, one question', '', '[Chorus 1: Kendrick Lamar]', ""Bitch, where you when I was walkin\\'?"", ""Now I run the game, got the whole world talkin\\'"", 'King Kunta, everybody wanna cut the legs off him', 'Kunta, black man taking no losses, oh yeah', ""Bitch, where you when I was walkin\\'?"", ""Now I run the game, got the whole world talkin\\'"", 'King Kunta, everybody wanna cut the legs off him', ""When you got the yams\\xe2\\x80\\x94(What\\'s the yams?)"", '', '[Verse 1: Kendrick Lamar]', 'The yam is the power that be', ""You can smell it when I\\'m walkin\\' down the street"", '(Oh yes, we can, oh yes, we can)', ""I can dig rappin\\', but a rapper with a ghostwriter?"", 'What the fuck happened? (Oh no!)', ""I swore I wouldn\\'t tell, but most of y\\'all sharing bars"", 'Like you got the bottom bunk in a two-man cell (A two-man cell)', ""Something\\'s in the water (Something\\'s in the water)"", 'And if I gotta brown-nose for some gold', ""Then I\\'d rather be a bum than a motherfuckin\\' baller (Oh yeah!)"", '', '[Chorus 1: Kendrick Lamar]', ""Bitch, where you when I was walkin\\'?"", ""Now I run the game, got the whole world talkin\\'"", 'King Kunta, everybody wanna cut the legs off him', 'King Kunta, black man taking no losses, oh yeah', ""Bitch, where you when I was walkin\\'?"", ""Now I run the game, got the whole world talkin\\'"", 'King Kunta, everybody wanna cut the legs off him', ""When you got the yams\\xe2\\x80\\x94(What\\'s the yams?)"", '', '[Verse 2: Kendrick Lamar]', 'The yam brought it out of Richard Pryor', 'Manipulated Bill Clinton with desires', 'Twenty-four-seven, three-sixty-five days times two', ""I was contemplatin\\' gettin\\' off stage"", 'Just to go back to the hood, see my enemy, and say\\xe2\\x80\\xa6 (Oh yeah)', '', '[Chorus 1: Kendrick Lamar]', ""Bitch, where you when I was walkin\\'?"", ""Now I run the game, got the whole world talkin\\'"", 'King Kunta, everybody wanna cut the legs off him', 'King Kunta, black man taking no losses, oh yeah', ""Bitch, where you when I was walkin\\'?"", ""Now I run the game, got the whole world talkin\\'"", 'King Kunta, everybody wanna cut the legs off him', '', '[Verse 3: Kendrick Lamar]', 'You goat-mouth mammyfucker', 'I was gonna kill a couple rappers, but they did it to themselves', ""Everybody\\'s suicidal, they ain\\'t even need my help"", ""This shit is elementary, I\\'ll probably go to jail"", 'If I shoot at your identity and bounce to the left', 'Stuck a flag in my city, everybody\\\'s screamin\\\', ""Compton!""', ""I should probably run for mayor when I\\'m done, to be honest"", 'And I put that on my momma and my baby boo too', ""Twenty million walkin\\' out the court buildin\\', woo-woo!"", 'Aw, yeah, fuck the judge', 'I made it past twenty-five, and there I was', 'A little nappy-headed nigga with the world behind him', ""Life ain\\'t shit but a fat vagina"", 'Screamin\\\', ""Annie, are you okay? Annie, are you okay?""', 'Limo tinted with the gold plates', 'Straight from the bottom, this the belly of the beast', ""From a peasant to a prince to a motherfuckin\\' king (Oh yeah)"", '', '[Chorus 2: Kendrick Lamar]', ""Bitch, where you when I was walkin\\'\\xe2\\x80\\x94*Gunshot*"", 'By the time you hear the next pop', 'The funk shall be within you\\xe2\\x80\\x94*Gunshot*', ""Now I run the game, got the whole world talkin\\'"", 'King Kunta, everybody wanna cut the legs off him', 'King Kunta, black man taking no losses, oh yeah', ""Bitch, where you when I was walkin\\'?"", ""Now I run the game, got the whole world talkin\\'"", 'King Kunta, everybody wanna cut the legs off him', '', '[Outro: Kendrick Lamar & Whitney Alford]', 'Funk, funk, funk, funk, funk, funk, funk, funk, funk, funk, funk', 'We want the funk', 'We want the funk', ""Now if I give you the funk, you gon\\' take it?"", 'We want the funk', ""Now if I give you the funk, you gon\\' take it?"", 'We want the funk', ""Now if I give you the funk, you gon\\' take it?"", 'We want the funk', 'Do you want the funk?', 'We want the funk', 'Do you want the funk?', 'We want the funk', ""Now if I give you the funk, you gon\\' take it?"", 'We want the funk', '', '[Poem: Kendrick Lamar]', ""I remember you was conflicted, misusing your influence'""]"
To Pimp A Butterfly,institutionalized,"[""b'[Part I]"", '', '[Intro: Kendrick Lamar]', 'What money got to do with it', ""When I don\\'t know the full definition of a rap image?"", ""I\\'m trapped inside the ghetto and I ain\\'t proud to admit it"", ""Institutionalized, I keep runnin\\' back for a visit, hol\\' up"", 'Get it back', ""I said I\\'m trapped inside the ghetto and I ain\\'t proud to admit it"", 'Institutionalized, I could still kill me a nigga, so what?', '', '[Interlude: Anna Wise & Bilal]', 'If I was the president', ""I\\'d pay my mama\\'s rent"", 'Free my homies and them', 'Bulletproof my Chevy doors', 'Lay in the White House and get high, Lord', 'Whoever thought?', 'Master, take the chains off me!', '', '[Part II]', '', '[Intro: Taz Arnold]', 'Zoom, zoom, zoom, zoom, zoom', 'Zoom, zoom, zoom', 'Zoom, zoom, zoom, zoom, zoom', 'Zoom, zoom, zoom', 'Zoom, zoom, zoom, zoom, zoom', 'Zoom, zoom, zoom', 'Zoom, zoom, zoom, shit', '', '[Verse 1: Kendrick Lamar]', 'Life to me, like a box of chocolate', ""Quid pro quo, somethin\\' for somethin\\', that\\'s the obvious"", ""Oh shit, flow\\'s so sick, don\\'t you swallow it"", ""Bitin\\' my style, you\\'re salmonella poison positive"", 'I can just alleviate the rap industry politics', 'Milk the game up, never lactose intolerant', 'The last remainder of real shit, you know the obvious', 'Me, scholarship? No, streets put me through colleges', 'Be all you can be, true, but the problem is', ""Dream only a dream if work don\\'t follow it"", 'Remind me of the homies that used to know me, now follow this', ""I\\'ll tell you my hypothesis, I\\'m probably just way too loyal"", ""K Dizzle will do it for you, my niggas think I\\'m a god"", ""Truthfully all of \\'em spoiled, usually, you\\'re never charged"", ""But somethin\\' came over you once I took you to them fuckin\\' BET Awards"", ""You lookin\\' at artistses like they\\'re harvestses"", 'So many Rollies around you and you want all of them', ""Somebody told me you thinkin\\' \\'bout snatchin\\' jewelry"", ""I should\\'ve listened when my grandmama said to me"", '', '[Chorus: Bilal]', ""Shit don\\'t change until you get up and wash yo\\' ass, nigga"", ""Shit don\\'t change until you get up and wash yo\\' ass, boy"", ""Shit don\\'t change until you get up and wash yo\\' ass, nigga"", 'Oh now, slow down', '', '[Bridge: Snoop Dogg]', 'And once upon a time, in a city so divine', 'Called West Side Compton, there stood a little nigga', ""He was five foot somethin\\', God bless the kid"", 'Took his homie to the show and this is what they said', '', '[Verse 2: Kendrick Lamar]', '""Fuck am I \\\'posed to do when I\\\'m lookin\\\' at walkin\\\' licks?', ""The constant big money talk \\'bout the mansion and foreign whips"", 'The private jets and passport, presidential glass floor', ""Gold bottles, gold models, givin\\' up the ass for"", ""Instagram flicks, suckin\\' dick, fuck is this?"", ""One more sucker wavin\\' with a flashy wrist"", 'My defense mechanism tell me to get him', 'Quickly because he got it', ""It\\'s a recession, then why the fuck he at King of Diamonds?"", ""No more livin\\' poor, meet my four-four"", ""When I see \\'em, put the per diem on the floor"", ""Now Kendrick, know they\\'re your co-workers"", ""But it\\'s gon\\' take a lot \\'fore this pistol go cold turkey"", 'Now I can watch his watch on the TV and be okay', ""But see I\\'m on the clock once that watch landin\\' in LA"", ""Remember steal from the rich and givin\\' it back to the poor?"", 'Well, that\\\'s me at these awards""', ""I guess my grandmama was warnin\\' a boy"", 'She said...', '', '[Chorus: Bilal]', ""Shit don\\'t change until you get up and wash yo\\' ass, nigga"", ""Shit don\\'t change until you get up and wash yo\\' ass, boy"", ""Shit don\\'t change until you get up and wash yo\\' ass, nigga"", 'Oh now, slow down', '', '[Outro: Snoop Dogg]', 'And once upon a time, in a city so divine', 'Called West Side Compton, there stood a little nigga', 'He was five foot something, dazed and confused', 'Talented but still under the neighborhood ruse', 'You can take your boy out the hood', ""But you can\\'t take the hood out the homie"", 'Took his show money, stashed it in the mozey wozey', ""Hollywood\\'s nervous"", ""Fuck you, goodnight, thank you much for your service'""]"
To Pimp A Butterfly,these-walls,"['b""[Produced by Terrace Martin & Larrance Dopson; Additional production by Sounwave]', '[Directed by Colin Tilley & The Little Homies]', '', '[Poem: Kendrick Lamar]', 'I remember you was conflicted, misusing your influence', 'Sometimes, I did the same', '', '[Intro: Kendrick Lamar & Anna Wise]', '(Woman moaning)', 'If these walls could talk', 'If these walls could talk', 'If these walls could talk', 'If these walls could talk', 'If these walls could talk', 'If these walls could talk-', 'Sex', '', '[Verse 1: Anna Wise & Kendrick Lamar]', 'She just want to close her eyes and sway', 'With you, with you, with you (Ah, come on)', 'Exercise her right to work it out', ""It's true, it's true, it's true"", 'Shout out to the birthday girls', 'Say hey (Hey), say hey (Hey), (Ah, girl)', 'Everyone deserves a night to play (Play)', 'She plays, only when you tell her no', '', '[Chorus: Anna Wise, Thundercat & Bilal]', 'If these walls could talk', 'I can feel your reign when it cries, gold lives inside of you', 'If these walls could talk', 'I love it when I\\xe2\\x80\\x99m in it, I love it when I\\xe2\\x80\\x99m in it', '', '[Verse 2: Kendrick Lamar]', 'If these walls could talk, they\\xe2\\x80\\x99d tell me to swim good', 'No boat, I float better than he would', 'No life jacket, I\\xe2\\x80\\x99m not the God of Nazareth', 'But your flood can be misunderstood', 'Walls telling me they full of pain, resentment', 'Need someone to live in them just to relieve tension', 'Me, I\\xe2\\x80\\x99m just a tenant', 'Landlord said these walls vacant more than a minute', 'These walls are vulnerable, exclamation', 'Interior pink, color coordinated', 'I interrogated every nook and cranny', ""I mean, it's still amazing, before they couldn\\xe2\\x80\\x99t stand me"", 'These walls want to cry tears', 'These walls happier when I\\xe2\\x80\\x99m here', 'These walls never could hold up', 'Every time I come around, demolition might crush', '', '[Chorus: Anna Wise, Thundercat & Bilal]', 'If these walls could talk', 'I can feel your reign when it cries, gold lives inside of you', 'If these walls could talk', 'I love it when I\\xe2\\x80\\x99m in it, I love it when I\\xe2\\x80\\x99m in it', '', '[Verse 3: Kendrick Lamar]', 'If these walls could talk, they\\xe2\\x80\\x99d tell me to go deep', 'Yelling at me continuously, I can see', 'Your defense mechanism is my decision', 'Knock these walls down, that\\xe2\\x80\\x99s my religion', 'Walls feeling like they ready to close in', 'I suffocate, then catch my second wind', 'I resonate in these walls', 'I don\\xe2\\x80\\x99t know how long I can wait in these walls', 'I\\xe2\\x80\\x99ve been on the streets too long', 'Looking at you from the outside in', 'They sing the same old song', 'About how they walls always the cleanest', 'I beg to differ, I must\\xe2\\x80\\x99ve missed them', ""I\\xe2\\x80\\x99m not involved, I\\xe2\\x80\\x99d rather diss 'em"", 'I\\xe2\\x80\\x99d rather call on you, put your wall up', ""'Cause when I come around, demolition gon\\xe2\\x80\\x99 crush"", '', '[Chorus: Anna Wise, Thundercat & Bilal]', 'If these walls could talk', 'I can feel your reign when it cries, gold lives inside of you', 'If these walls could talk', 'I love it when I\\xe2\\x80\\x99m in it, I love it when I\\xe2\\x80\\x99m in it', '', '[Instrumental Break]', '', '[Verse 4: Kendrick Lamar]', 'If your walls could talk, they\\xe2\\x80\\x99d tell you it\\xe2\\x80\\x99s too late', 'Your destiny accepted your fate', 'Burn accessories and stash them on the yard', 'Take the recipe, the Bible and God', 'Wall telling you that commissary is low', 'Race wars happening, no calling CO', 'No calling your mother to save you', ""Homies to say you're irrepetible, not acceptable"", 'Your behavior is Sammy the Bull like', 'A killer that turned snitch', 'Walls is telling me you a bitch', 'You pray for appeals hoping the warden would afford them', 'That sentence so important', 'Walls telling you to listen to Sing About Me', ""Retaliation is strong, you even dream 'bout me"", 'Killed my homeboy and God spared your life', 'Dumb criminal got indicted same night', 'So when you play this song, rewind the first verse', 'About me abusing my power so you can hurt', 'About me and her in the shower whenever she horny', 'About me and her in the after hours of the morning', 'About her baby daddy currently serving life', 'And how she think about you until we meet up at night', 'About the only girl that cared about you when you asked her', ""And how she fuckin' on a famous rapper"", 'Walls can talk (Talk)', '', '[Poem: Kendrick Lamar]', 'I remember you was conflicted', 'Misusing your influence', 'Sometimes I did the same', 'Abusing my power, full of resentment', 'Resentment that turned into a deep depression', 'Found myself screaming in a hotel room""']"
To Pimp A Butterfly,u,"[""b'[Intro: Kendrick Lamar]"", '*Screaming*', '', '[Chorus: Kendrick Lamar]', 'Loving you is complicated, loving you is complicated', 'Loving you is complicated, loving you is complicated', 'Loving you is complicated, loving you is complicated', 'Loving you is complicated, loving you is complicated', 'Loving you is complicated, loving you is complicated', '', '[Verse 1: Kendrick Lamar]', 'I place blame on you still, place shame on you still', ""Feel like you ain\\'t shit, feel like you don\\'t feel"", ""Confidence in yourself, breakin\\' on marble floors"", ""Watchin\\' anonymous strangers, tellin\\' me that I\\'m yours"", ""But you ain\\'t shit, I\\'m convinced your tolerance nothin\\' special"", 'What can I blame you for? Nigga, I can name several', ""Situations, I\\'ll start with your little sister bakin\\'"", 'A baby inside, just a teenager, where your patience?', 'Where was your antennas?', 'Where was the influence you speak of?', 'You preached in front of one-hunnid-thousand but never reached her', ""I fuckin\\' tell you fuckin\\' failure\\xe2\\x80\\x94you ain\\'t no leader!"", ""I never liked you, forever despise you\\xe2\\x80\\x94I don\\'t need ya!"", ""The world don\\'t need ya, don\\'t let them deceive ya"", ""Numbers lie too, fuck your pride too, that\\'s for dedication"", 'Thought money would change you, made you more complacent', ""Fuckin\\' hate you, I hope you embrace it, I swear\\xe2\\x80\\x94"", '', '[Chorus: Kendrick Lamar]', 'Loving you is complicated, loving you is complicated', 'Loving you is complicated, loving you is complicated', 'Loving you is complicated, loving you is complicated', 'Loving you is complicated, loving you is complicated', 'Loving you is complicated, loving you is complicated', '', '[Post-Chorus: Kendrick Lamar]', ""Lovin\\' you, lovin\\' you, not lovin\\' you, 100\\xc2\\xb0 proof"", ""I can feel your vibe and recognize that you\\'re ashamed of me"", 'Yes, I hate you, too', '', '[Break: Jessica Vielmas]', ""(Loving you ain\\'t really complicated)"", '""Housekeeping, housekeeping""', '(What I got to do to get to you?)', '""\\xc2\\xa1Abre la puerta! \\xc2\\xa1Abre la puerta tengo que limpiar el cuarto!""', '(To you)', '""\\xc2\\xa1Es que no hay mucho tiempo tengo que limpiar el cuarto!""', ""(Loving you ain\\'t really complicated)"", '""\\xc2\\xa1Disculpe!""', '(What I got to do to get to you?)', '(To you)', '', '[Beat Switch]', '', '[Verse 2: Kendrick Lamar]', ""Are you the reason why mom and them leavin\\'"", ""No, you ain\\'t shit, you say you love \\'em, I know you don\\'t mean it"", ""I know you irresponsible, selfish, in denial, can\\'t help it"", 'Your trials and tribulations a burden, everyone felt it', ""Everyone heard it, multiple shots, corners cryin\\' out"", 'You was deserted, where was your antennas again?', 'Where was your presence? Where was your support that you pretend?', 'You ain\\xe2\\x80\\x99t no brother, you ain\\xe2\\x80\\x99t no disciple, you ain\\xe2\\x80\\x99t no friend', 'A friend never leave Compton for profit, or leave his best friend, little brother', 'You promised you\\xe2\\x80\\x99d watch him before they shot him', 'Where was your antennas? On the road, bottles and bitches', ""You FaceTimed him one time, that\\'s unforgiven"", 'You even FaceTimed instead of a hospital visit', ""Guess you thought he\\'d recover well"", ""Third surgery, they couldn\\'t stop the bleeding for real"", 'Then he died, God himself will say, ""You fuckin\\\' failed,"" you ain\\\'t try', '', '[Break]', '*Sniffling*', '', '[Verse 3: Kendrick Lamar]', 'I know your secrets, nigga, mood swings is frequent, nigga', ""I know depression is restin\\' on your heart for two reasons, nigga"", ""I know you and a couple block boys ain\\'t been speakin\\', nigga"", ""Y\\'all damn near beefin\\', I see it and you\\'re the reason, nigga"", 'And if this bottle could talk *gulping*', 'I cry myself to sleep, bitch, everything is your fault', ""Faults breakin\\' to pieces, earthquakes on every weekend"", 'Because you shook as soon as you knew confinement was needed', ""I know your secrets, don\\'t let me tell \\'em to the world"", ""About that shit you thinkin\\' and that time you *gulping*, I\\'m \\'bout to hurl"", ""I\\'m fucked up, but I ain\\'t as fucked up as you"", ""You just can\\'t get right, I think your heart made of bullet proof"", ""Should\\'ve killed yo\\' ass long time ago"", ""You should\\'ve felt that black revolver blast a long time ago"", 'And if these mirrors could talk it\\\'d say, ""You gotta go""', ""And if I told your secrets the world\\'ll know money can\\'t stop a suicidal weakness'""]"
To Pimp A Butterfly,alright,"[""b'[Produced by Pharrell Williams & Sounwave]"", '[Directed by Colin Tilley]', '', '[Intro: Kendrick Lamar]', 'Alls my life I has to fight, nigga', 'Alls my life I...', 'Hard times like, ""Yah!""', 'Bad trips like, ""Yah!""', ""Nazareth, I\\'m fucked up"", 'Homie, you fucked up', ""But if God got us, then we gon\\' be alright"", '', '[Chorus: Pharrell Williams]', ""Nigga, we gon\\' be alright"", ""Nigga, we gon\\' be alright"", ""We gon\\' be alright"", ""Do you hear me, do you feel me? We gon\\' be alright"", ""Nigga, we gon\\' be alright"", ""Huh? We gon\\' be alright"", ""Nigga, we gon\\' be alright"", ""Do you hear me, do you feel me? We gon\\' be alright"", '', '[Verse 1: Kendrick Lamar]', 'Uh, and when I wake up', ""I recognize you\\'re looking at me for the pay cut"", 'But homicide be looking at you from the face down', 'What MAC-11 even boom with the bass down?', ""Schemin\\', and let me tell you \\'bout my life"", 'Painkillers only put me in the twilight', 'Where pretty pussy and Benjamin is the highlight', 'Now tell my momma I love her, but this what I like, Lord knows', ""Twenty of \\'em in my Chevy, tell \\'em all to come and get me"", 'Reaping everything I sow, so my karma come in heaven', 'No preliminary hearings on my record', ""I\\'m a motherfucking gangster in silence for the record, uh"", ""Tell the world I know it\\'s too late"", 'Boys and girls, I think I gone cray', 'Drown inside my vices all day', ""Won\\'t you please believe when I say"", '', '[Pre-Chorus: Kendrick Lamar]', ""Wouldn\\'t you know"", 'We been hurt, been down before', 'Nigga, when our pride was low', 'Lookin\\\' at the world like, ""Where do we go?""', 'Nigga, and we hate po-po', ""Wanna kill us dead in the street fo sho\\'"", ""Nigga, I\\'m at the preacher\\'s door"", ""My knees gettin\\' weak, and my gun might blow"", ""But we gon\\' be alright"", '', '[Chorus: Pharrell Williams]', ""Nigga, we gon\\' be alright"", ""Nigga, we gon\\' be alright"", ""We gon\\' be alright"", ""Do you hear me, do you feel me? We gon\\' be alright"", ""Nigga, we gon\\' be alright"", ""Huh? We gon\\' be alright"", ""Nigga, we gon\\' be alright"", ""Do you hear me, do you feel me? We gon\\' be alright"", '', '[Verse 2: Kendrick Lamar]', 'What you want you, a house\\xe2\\x81\\xa0? You, a car?', '40 acres and a mule? A piano, a guitar?', ""Anything, see my name is Lucy, I\\'m your dog"", 'Motherfucker, you can live at the mall', ""I can see the evil, I can tell it, I know it\\'s illegal"", ""I don\\'t think about it, I deposit every other zero"", 'Thinking of my partner, put the candy, paint it on the Regal', ""Digging in my pocket, ain\\'t a profit big enough to feed you"", 'Every day my logic get another dollar just to keep you', 'In the presence of your chico... Ah!', ""I don\\'t talk about it, be about it, every day I sequel"", 'If I got it then you know you got it, Heaven, I can reach you', ""Pat Dawg, Pat Dawg, Pat Dawg, my dog, that\\'s all"", ""Bick back and Chad, I trap the bag for y\\'all"", 'I rap, I black on track so rest assured', ""My rights, my wrongs; I write \\'til I\\'m right with God"", '', '[Pre-Chorus: Kendrick Lamar]', ""Wouldn\\'t you know"", 'We been hurt, been down before', 'Nigga, when our pride was low', 'Lookin\\\' at the world like, ""Where do we go?""', 'Nigga, and we hate po-po', ""Wanna kill us dead in the street fo sho\\'"", ""Nigga, I\\'m at the preacher\\'s door"", ""My knees gettin\\' weak, and my gun might blow"", ""But we gon\\' be alright"", '', '[Chorus: Pharrell Williams]', ""Nigga, we gon\\' be alright"", ""Nigga, we gon\\' be alright"", ""We gon\\' be alright"", ""Do you hear me, do you feel me? We gon\\' be alright"", ""Nigga, we gon\\' be alright"", ""Huh? We gon\\' be alright"", ""Nigga, we gon\\' be alright"", ""Do you hear me, do you feel me? We gon\\' be alright"", '', '[Outro: Kendrick Lamar & Thundercat]', 'I keep my head up high', 'I cross my heart and hope to die', ""Lovin\\' me is complicated"", 'Too afraid of a lot of changes', ""I\\'m alright, and you\\'re a favorite"", 'Dark nights in my prayers', '', '[Poem: Kendrick Lamar]', 'I remembered you was conflicted', 'Misusing your influence, sometimes I did the same', 'Abusing my power, full of resentment', 'Resentment that turned into a deep depression', ""Found myself screamin\\' in the hotel room"", ""I didn\\'t wanna self-destruct"", 'The evils of Lucy was all around me', ""So I went runnin\\' for answers'""]"
